,T,lambda,gamma,strategy
29853,10,4.0,19,20
29854,10,4.0,19,20
29855,10,4.0,19,60
29856,10,4.0,19,20
29857,10,4.0,19,20
29858,10,4.0,19,50
29859,10,4.0,19,20
29860,10,4.0,19,20
29861,10,4.0,19,20
29862,10,4.0,19,20
29863,10,4.0,19,40
29864,10,4.0,19,60
29865,10,4.0,19,50
29866,10,4.0,19,60
29867,10,4.0,19,20
29868,10,4.0,19,50
29869,10,4.0,19,50
29870,10,4.0,19,20
29871,10,4.0,19,20
29872,10,4.0,19,20
29873,10,4.0,19,20
29874,10,4.0,19,20
29875,10,4.0,19,20
29876,10,4.0,19,20
29877,10,4.0,19,20
29878,10,4.0,19,20
29879,10,4.0,19,50
29880,10,4.0,19,20
29881,10,4.0,19,20
29882,10,4.0,19,70
29883,10,4.0,19,30
29884,10,4.0,19,30
29885,10,4.0,19,50
29886,10,4.0,19,40
29887,10,4.0,19,50
29888,10,4.0,19,60
29889,10,4.0,19,20
29890,10,4.0,19,60
29891,10,4.0,19,20
29892,10,4.0,19,20
29893,10,4.0,19,30
29894,10,4.0,19,50
29895,10,4.0,19,60
29896,10,4.0,19,50
29897,10,4.0,19,50
29898,10,4.0,19,50
29899,10,4.0,19,60
29900,10,4.0,19,60
29901,10,4.0,19,20
29902,10,4.0,19,30
29903,10,4.0,19,50
29904,10,4.0,19,60
29905,10,4.0,19,40
29906,10,4.0,19,20
29907,10,4.0,19,30
29908,10,4.0,19,60
29909,10,4.0,19,20
29910,10,4.0,19,40
29911,10,4.0,19,50
29912,10,4.0,19,60
29913,10,4.0,19,60
29914,10,4.0,19,20
29915,10,4.0,19,30
29916,10,4.0,19,30
29917,10,4.0,19,20
29918,10,4.0,19,60
29919,10,4.0,19,20
29920,10,4.0,19,20
29921,10,4.0,19,30
29922,10,4.0,19,20
29923,10,4.0,19,40
29924,10,4.0,19,40
29925,10,4.0,19,20
29926,10,4.0,19,60
29927,10,4.0,19,60
29928,10,4.0,19,50
29929,10,4.0,19,20
29930,10,4.0,19,50
29931,10,4.0,19,60
29932,10,4.0,19,20
29933,10,4.0,19,20
29934,10,4.0,19,20
29935,10,4.0,19,20
29936,10,4.0,19,20
29937,10,4.0,19,20
29938,10,4.0,19,20
29939,10,4.0,19,20
29940,10,4.0,19,20
29941,10,4.0,19,40
29942,10,4.0,19,20
29943,10,4.0,19,30
29944,10,4.0,19,20
29945,10,4.0,19,50
29946,10,4.0,19,60
29947,10,4.0,19,20
29948,10,4.0,19,40
29949,10,4.0,19,30
29950,10,4.0,19,20
29951,10,4.0,19,40
29952,10,4.0,19,50
29953,10,4.0,19,20
29954,10,4.0,19,20
29955,10,4.0,19,30
29956,10,4.0,19,20
29957,10,4.0,19,30
29958,10,4.0,19,30
29959,10,4.0,19,20
29960,10,4.0,19,50
29961,10,4.0,19,50
29962,10,4.0,19,60
29963,10,4.0,19,30
29964,10,4.0,19,30
29965,10,4.0,19,20
29966,10,4.0,19,40
29967,10,4.0,19,20
29968,10,4.0,19,20
29969,10,4.0,19,20
29970,10,4.0,19,40
29971,10,4.0,19,30
29972,10,4.0,19,60
29973,10,4.0,19,50
29974,10,4.0,19,50
29975,10,4.0,19,50
29976,10,4.0,19,20
29977,10,4.0,19,20
29978,10,4.0,19,50
29979,10,4.0,19,20
29980,10,4.0,19,70
29981,10,4.0,19,20
29982,10,4.0,19,60
29983,10,4.0,19,20
29984,10,4.0,19,40
29985,10,4.0,19,30
29986,10,4.0,19,50
29987,10,4.0,19,30
29988,10,4.0,19,50
29989,10,4.0,19,20
29990,10,4.0,19,30
29991,10,4.0,19,20
29992,10,4.0,19,40
29993,10,4.0,19,50
29994,10,4.0,19,20
29995,10,4.0,19,20
29996,10,4.0,19,20
29997,10,4.0,19,50
29998,10,4.0,19,20
29999,10,4.0,19,50
30000,20,0.25,11,70
30001,20,0.25,11,70
30002,20,0.25,11,70
30003,20,0.25,11,70
30004,20,0.25,11,70
30005,20,0.25,11,80
30006,20,0.25,11,60
30007,20,0.25,11,60
30008,20,0.25,11,80
30009,20,0.25,11,70
30010,20,0.25,11,70
30011,20,0.25,11,60
30012,20,0.25,11,60
30013,20,0.25,11,60
30014,20,0.25,11,60
30015,20,0.25,11,70
30016,20,0.25,11,80
30017,20,0.25,11,80
30018,20,0.25,11,80
30019,20,0.25,11,80
30020,20,0.25,11,80
30021,20,0.25,11,70
30022,20,0.25,11,70
30023,20,0.25,11,80
30024,20,0.25,11,80
30025,20,0.25,11,70
30026,20,0.25,11,70
30027,20,0.25,11,70
30028,20,0.25,11,50
30029,20,0.25,11,80
30030,20,0.25,11,70
30031,20,0.25,11,80
30032,20,0.25,11,80
30033,20,0.25,11,70
30034,20,0.25,11,60
30035,20,0.25,11,80
30036,20,0.25,11,80
30037,20,0.25,11,70
30038,20,0.25,11,70
30039,20,0.25,11,70
30040,20,0.25,11,80
30041,20,0.25,11,60
30042,20,0.25,11,50
30043,20,0.25,11,80
30044,20,0.25,11,70
30045,20,0.25,11,80
30046,20,0.25,11,80
30047,20,0.25,11,60
30048,20,0.25,11,80
30049,20,0.25,11,70
30050,20,0.25,11,50
30051,20,0.25,11,70
30052,20,0.25,11,80
30053,20,0.25,11,80
30054,20,0.25,11,60
30055,20,0.25,11,80
30056,20,0.25,11,70
30057,20,0.25,11,80
30058,20,0.25,11,80
30059,20,0.25,11,50
30060,20,0.25,11,80
30061,20,0.25,11,70
30062,20,0.25,11,70
30063,20,0.25,11,70
30064,20,0.25,11,80
30065,20,0.25,11,70
30066,20,0.25,11,70
30067,20,0.25,11,80
30068,20,0.25,11,70
30069,20,0.25,11,50
30070,20,0.25,11,60
30071,20,0.25,11,70
30072,20,0.25,11,80
30073,20,0.25,11,60
30074,20,0.25,11,60
30075,20,0.25,11,70
30076,20,0.25,11,70
30077,20,0.25,11,70
30078,20,0.25,11,80
30079,20,0.25,11,60
30080,20,0.25,11,80
30081,20,0.25,11,60
30082,20,0.25,11,70
30083,20,0.25,11,80
30084,20,0.25,11,70
30085,20,0.25,11,70
30086,20,0.25,11,70
30087,20,0.25,11,50
30088,20,0.25,11,80
30089,20,0.25,11,60
30090,20,0.25,11,70
30091,20,0.25,11,80
30092,20,0.25,11,40
30093,20,0.25,11,60
30094,20,0.25,11,80
30095,20,0.25,11,80
30096,20,0.25,11,80
30097,20,0.25,11,80
30098,20,0.25,11,60
30099,20,0.25,11,80
30100,20,0.25,11,60
30101,20,0.25,11,70
30102,20,0.25,11,80
30103,20,0.25,11,70
30104,20,0.25,11,70
30105,20,0.25,11,70
30106,20,0.25,11,60
30107,20,0.25,11,70
30108,20,0.25,11,80
30109,20,0.25,11,80
30110,20,0.25,11,70
30111,20,0.25,11,60
30112,20,0.25,11,80
30113,20,0.25,11,60
30114,20,0.25,11,60
30115,20,0.25,11,70
30116,20,0.25,11,70
30117,20,0.25,11,80
30118,20,0.25,11,70
30119,20,0.25,11,60
30120,20,0.25,11,80
30121,20,0.25,11,60
30122,20,0.25,11,80
30123,20,0.25,11,70
30124,20,0.25,11,70
30125,20,0.25,11,70
30126,20,0.25,11,80
30127,20,0.25,11,80
30128,20,0.25,11,80
30129,20,0.25,11,70
30130,20,0.25,11,80
30131,20,0.25,11,80
30132,20,0.25,11,70
30133,20,0.25,11,70
30134,20,0.25,11,70
30135,20,0.25,11,80
30136,20,0.25,11,80
30137,20,0.25,11,70
30138,20,0.25,11,70
30139,20,0.25,11,60
30140,20,0.25,11,70
30141,20,0.25,11,80
30142,20,0.25,11,80
30143,20,0.25,11,80
30144,20,0.25,11,80
30145,20,0.25,11,80
30146,20,0.25,11,60
30147,20,0.25,11,60
30148,20,0.25,11,70
30149,20,0.25,11,60
30150,20,0.25,11,80
30151,20,0.25,11,80
30152,20,0.25,11,70
30153,20,0.25,11,80
30154,20,0.25,11,80
30155,20,0.25,11,60
30156,20,0.25,11,70
30157,20,0.25,11,80
30158,20,0.25,11,60
30159,20,0.25,11,70
30160,20,0.25,11,70
30161,20,0.25,11,80
30162,20,0.25,11,70
30163,20,0.25,11,70
30164,20,0.25,11,70
30165,20,0.25,11,70
30166,20,0.25,11,80
30167,20,0.25,11,80
30168,20,0.25,11,60
30169,20,0.25,11,60
30170,20,0.25,11,70
30171,20,0.25,11,70
30172,20,0.25,11,70
30173,20,0.25,11,80
30174,20,0.25,11,70
30175,20,0.25,11,80
30176,20,0.25,11,80
30177,20,0.25,11,50
30178,20,0.25,11,80
30179,20,0.25,11,60
30180,20,0.25,11,50
30181,20,0.25,11,70
30182,20,0.25,11,70
30183,20,0.25,11,80
30184,20,0.25,11,70
30185,20,0.25,11,80
30186,20,0.25,11,80
30187,20,0.25,11,70
30188,20,0.25,11,70
30189,20,0.25,11,80
30190,20,0.25,11,70
30191,20,0.25,11,70
30192,20,0.25,11,70
30193,20,0.25,11,80
30194,20,0.25,11,80
30195,20,0.25,11,70
30196,20,0.25,11,60
30197,20,0.25,11,80
30198,20,0.25,11,60
30199,20,0.25,11,70
30200,20,0.25,11,70
30201,20,0.25,11,80
30202,20,0.25,11,80
30203,20,0.25,11,70
30204,20,0.25,11,70
30205,20,0.25,11,70
30206,20,0.25,11,60
30207,20,0.25,11,50
30208,20,0.25,11,80
30209,20,0.25,11,70
30210,20,0.25,11,70
30211,20,0.25,11,70
30212,20,0.25,11,60
30213,20,0.25,11,60
30214,20,0.25,11,70
30215,20,0.25,11,50
30216,20,0.25,11,80
30217,20,0.25,11,60
30218,20,0.25,11,70
30219,20,0.25,11,60
30220,20,0.25,11,80
30221,20,0.25,11,80
30222,20,0.25,11,70
30223,20,0.25,11,60
30224,20,0.25,11,70
30225,20,0.25,11,70
30226,20,0.25,11,80
30227,20,0.25,11,60
30228,20,0.25,11,60
30229,20,0.25,11,70
30230,20,0.25,11,80
30231,20,0.25,11,70
30232,20,0.25,11,60
30233,20,0.25,11,70
30234,20,0.25,11,70
30235,20,0.25,11,60
30236,20,0.25,11,50
30237,20,0.25,11,60
30238,20,0.25,11,80
30239,20,0.25,11,70
30240,20,0.25,11,60
30241,20,0.25,11,70
30242,20,0.25,11,80
30243,20,0.25,11,80
30244,20,0.25,11,80
30245,20,0.25,11,60
30246,20,0.25,11,50
30247,20,0.25,11,70
30248,20,0.25,11,60
30249,20,0.25,11,70
30250,20,0.25,11,80
30251,20,0.25,11,70
30252,20,0.25,11,70
30253,20,0.25,11,80
30254,20,0.25,11,80
30255,20,0.25,11,70
30256,20,0.25,11,50
30257,20,0.25,11,60
30258,20,0.25,11,80
30259,20,0.25,11,80
30260,20,0.25,11,50
30261,20,0.25,11,60
30262,20,0.25,11,70
30263,20,0.25,11,60
30264,20,0.25,11,80
30265,20,0.25,11,50
30266,20,0.25,11,70
30267,20,0.25,11,60
30268,20,0.25,11,70
30269,20,0.25,11,60
30270,20,0.25,11,70
30271,20,0.25,11,70
30272,20,0.25,11,70
30273,20,0.25,11,70
30274,20,0.25,11,60
30275,20,0.25,11,80
30276,20,0.25,11,60
30277,20,0.25,11,70
30278,20,0.25,11,70
30279,20,0.25,11,80
30280,20,0.25,11,80
30281,20,0.25,11,80
30282,20,0.25,11,80
30283,20,0.25,11,60
30284,20,0.25,11,50
30285,20,0.25,11,70
30286,20,0.25,11,80
30287,20,0.25,11,70
30288,20,0.25,11,80
30289,20,0.25,11,50
30290,20,0.25,11,50
30291,20,0.25,11,70
30292,20,0.25,11,60
30293,20,0.25,11,80
30294,20,0.25,11,60
30295,20,0.25,11,70
30296,20,0.25,11,70
30297,20,0.25,11,60
30298,20,0.25,11,70
30299,20,0.25,11,80
30300,20,0.25,11,50
30301,20,0.25,11,80
30302,20,0.25,11,70
30303,20,0.25,11,80
30304,20,0.25,11,70
30305,20,0.25,11,70
30306,20,0.25,11,70
30307,20,0.25,11,80
30308,20,0.25,11,80
30309,20,0.25,11,80
30310,20,0.25,11,60
30311,20,0.25,11,80
30312,20,0.25,11,70
30313,20,0.25,11,70
30314,20,0.25,11,80
30315,20,0.25,11,70
30316,20,0.25,11,50
30317,20,0.25,11,60
30318,20,0.25,11,70
30319,20,0.25,11,70
30320,20,0.25,11,80
30321,20,0.25,11,80
30322,20,0.25,11,70
30323,20,0.25,11,70
30324,20,0.25,11,60
30325,20,0.25,11,70
30326,20,0.25,11,80
30327,20,0.25,11,70
30328,20,0.25,11,70
30329,20,0.25,11,70
30330,20,0.25,11,60
30331,20,0.25,11,80
30332,20,0.25,11,80
30333,20,0.25,11,80
30334,20,0.25,11,80
30335,20,0.25,11,60
30336,20,0.25,11,70
30337,20,0.25,11,60
30338,20,0.25,11,70
30339,20,0.25,11,70
30340,20,0.25,11,70
30341,20,0.25,11,70
30342,20,0.25,11,50
30343,20,0.25,11,60
30344,20,0.25,11,80
30345,20,0.25,11,80
30346,20,0.25,11,80
30347,20,0.25,11,80
30348,20,0.25,11,70
30349,20,0.25,11,80
30350,20,0.25,11,70
30351,20,0.25,11,80
30352,20,0.25,11,70
30353,20,0.25,11,80
30354,20,0.25,11,80
30355,20,0.25,11,60
30356,20,0.25,11,80
30357,20,0.25,11,70
30358,20,0.25,11,80
30359,20,0.25,11,70
30360,20,0.25,11,80
30361,20,0.25,11,80
30362,20,0.25,11,50
30363,20,0.25,11,70
30364,20,0.25,11,80
30365,20,0.25,11,60
30366,20,0.25,11,50
30367,20,0.25,11,80
30368,20,0.25,11,60
30369,20,0.25,11,80
30370,20,0.25,11,70
30371,20,0.25,11,40
30372,20,0.25,11,70
30373,20,0.25,11,80
30374,20,0.25,11,70
30375,20,0.25,11,70
30376,20,0.25,11,70
30377,20,0.25,11,70
30378,20,0.25,11,70
30379,20,0.25,11,80
30380,20,0.25,11,70
30381,20,0.25,11,60
30382,20,0.25,11,70
30383,20,0.25,11,80
30384,20,0.25,11,60
30385,20,0.25,11,70
30386,20,0.25,11,80
30387,20,0.25,11,80
30388,20,0.25,11,80
30389,20,0.25,11,80
30390,20,0.25,11,70
30391,20,0.25,11,70
30392,20,0.25,11,80
30393,20,0.25,11,80
30394,20,0.25,11,60
30395,20,0.25,11,60
30396,20,0.25,11,80
30397,20,0.25,11,80
30398,20,0.25,11,70
30399,20,0.25,11,70
30400,20,0.25,11,70
30401,20,0.25,11,80
30402,20,0.25,11,70
30403,20,0.25,11,80
30404,20,0.25,11,70
30405,20,0.25,11,70
30406,20,0.25,11,70
30407,20,0.25,11,70
30408,20,0.25,11,80
30409,20,0.25,11,70
30410,20,0.25,11,80
30411,20,0.25,11,70
30412,20,0.25,11,80
30413,20,0.25,11,80
30414,20,0.25,11,80
30415,20,0.25,11,70
30416,20,0.25,11,70
30417,20,0.25,11,70
30418,20,0.25,11,70
30419,20,0.25,11,70
30420,20,0.25,11,80
30421,20,0.25,11,60
30422,20,0.25,11,80
30423,20,0.25,11,80
30424,20,0.25,11,70
30425,20,0.25,11,70
30426,20,0.25,11,70
30427,20,0.25,11,80
30428,20,0.25,11,70
30429,20,0.25,11,80
30430,20,0.25,11,50
30431,20,0.25,11,70
30432,20,0.25,11,80
30433,20,0.25,11,70
30434,20,0.25,11,70
30435,20,0.25,11,70
30436,20,0.25,11,60
30437,20,0.25,11,80
30438,20,0.25,11,80
30439,20,0.25,11,60
30440,20,0.25,11,80
30441,20,0.25,11,80
30442,20,0.25,11,80
30443,20,0.25,11,70
30444,20,0.25,11,60
30445,20,0.25,11,60
30446,20,0.25,11,60
30447,20,0.25,11,70
30448,20,0.25,11,80
30449,20,0.25,11,80
30450,20,0.25,11,60
30451,20,0.25,11,60
30452,20,0.25,11,80
30453,20,0.25,11,80
30454,20,0.25,11,60
30455,20,0.25,11,70
30456,20,0.25,11,70
30457,20,0.25,11,50
30458,20,0.25,11,80
30459,20,0.25,11,60
30460,20,0.25,11,70
30461,20,0.25,11,70
30462,20,0.25,11,60
30463,20,0.25,11,80
30464,20,0.25,11,80
30465,20,0.25,11,60
30466,20,0.25,11,70
30467,20,0.25,11,80
30468,20,0.25,11,40
30469,20,0.25,11,80
30470,20,0.25,11,70
30471,20,0.25,11,70
30472,20,0.25,11,70
30473,20,0.25,11,70
30474,20,0.25,11,80
30475,20,0.25,11,80
30476,20,0.25,11,70
30477,20,0.25,11,80
30478,20,0.25,11,70
30479,20,0.25,11,80
30480,20,0.25,11,70
30481,20,0.25,11,60
30482,20,0.25,11,60
30483,20,0.25,11,80
30484,20,0.25,11,70
30485,20,0.25,11,80
30486,20,0.25,11,70
30487,20,0.25,11,80
30488,20,0.25,11,80
30489,20,0.25,11,80
30490,20,0.25,11,70
30491,20,0.25,11,70
30492,20,0.25,11,70
30493,20,0.25,11,80
30494,20,0.25,11,60
30495,20,0.25,11,70
30496,20,0.25,11,80
30497,20,0.25,11,80
30498,20,0.25,11,80
30499,20,0.25,11,80
30500,20,0.25,11,70
30501,20,0.25,11,50
30502,20,0.25,11,70
30503,20,0.25,11,60
30504,20,0.25,11,70
30505,20,0.25,11,80
30506,20,0.25,11,80
30507,20,0.25,11,70
30508,20,0.25,11,80
30509,20,0.25,11,60
30510,20,0.25,11,70
30511,20,0.25,11,80
30512,20,0.25,11,70
30513,20,0.25,11,50
30514,20,0.25,11,70
30515,20,0.25,11,70
30516,20,0.25,11,70
30517,20,0.25,11,60
30518,20,0.25,11,60
30519,20,0.25,11,80
30520,20,0.25,11,80
30521,20,0.25,11,80
30522,20,0.25,11,80
30523,20,0.25,11,70
30524,20,0.25,11,80
30525,20,0.25,11,70
30526,20,0.25,11,80
30527,20,0.25,11,70
30528,20,0.25,11,80
30529,20,0.25,11,60
30530,20,0.25,11,80
30531,20,0.25,11,70
30532,20,0.25,11,80
30533,20,0.25,11,60
30534,20,0.25,11,70
30535,20,0.25,11,70
30536,20,0.25,11,80
30537,20,0.25,11,70
30538,20,0.25,11,80
30539,20,0.25,11,70
30540,20,0.25,11,70
30541,20,0.25,11,80
30542,20,0.25,11,80
30543,20,0.25,11,80
30544,20,0.25,11,70
30545,20,0.25,11,70
30546,20,0.25,11,80
30547,20,0.25,11,70
30548,20,0.25,11,50
30549,20,0.25,11,80
30550,20,0.25,11,60
30551,20,0.25,11,80
30552,20,0.25,11,80
30553,20,0.25,11,60
30554,20,0.25,11,50
30555,20,0.25,11,70
30556,20,0.25,11,80
30557,20,0.25,11,70
30558,20,0.25,11,70
30559,20,0.25,11,80
30560,20,0.25,11,60
30561,20,0.25,11,60
30562,20,0.25,11,70
30563,20,0.25,11,70
30564,20,0.25,11,80
30565,20,0.25,11,60
30566,20,0.25,11,70
30567,20,0.25,11,70
30568,20,0.25,11,80
30569,20,0.25,11,80
30570,20,0.25,11,60
30571,20,0.25,11,70
30572,20,0.25,11,70
30573,20,0.25,11,60
30574,20,0.25,11,80
30575,20,0.25,11,80
30576,20,0.25,11,60
30577,20,0.25,11,70
30578,20,0.25,11,60
30579,20,0.25,11,60
30580,20,0.25,11,50
30581,20,0.25,11,60
30582,20,0.25,11,60
30583,20,0.25,11,60
30584,20,0.25,11,80
30585,20,0.25,11,80
30586,20,0.25,11,70
30587,20,0.25,11,70
30588,20,0.25,11,60
30589,20,0.25,11,70
30590,20,0.25,11,60
30591,20,0.25,11,80
30592,20,0.25,11,80
30593,20,0.25,11,50
30594,20,0.25,11,80
30595,20,0.25,11,80
30596,20,0.25,11,60
30597,20,0.25,11,60
30598,20,0.25,11,60
30599,20,0.25,11,80
30600,20,0.25,11,80
30601,20,0.25,11,80
30602,20,0.25,11,80
30603,20,0.25,11,60
30604,20,0.25,11,60
30605,20,0.25,11,50
30606,20,0.25,11,80
30607,20,0.25,11,60
30608,20,0.25,11,80
30609,20,0.25,11,60
30610,20,0.25,11,60
30611,20,0.25,11,60
30612,20,0.25,11,70
30613,20,0.25,11,70
30614,20,0.25,11,80
30615,20,0.25,11,60
30616,20,0.25,11,70
30617,20,0.25,11,50
30618,20,0.25,11,80
30619,20,0.25,11,60
30620,20,0.25,11,70
30621,20,0.25,11,80
30622,20,0.25,11,70
30623,20,0.25,11,60
30624,20,0.25,11,80
30625,20,0.25,11,80
30626,20,0.25,11,70
30627,20,0.25,11,80
30628,20,0.25,11,80
30629,20,0.25,11,80
30630,20,0.25,11,70
30631,20,0.25,11,70
30632,20,0.25,11,70
30633,20,0.25,11,60
30634,20,0.25,11,70
30635,20,0.25,11,60
30636,20,0.25,11,60
30637,20,0.25,11,60
30638,20,0.25,11,70
30639,20,0.25,11,80
30640,20,0.25,11,60
30641,20,0.25,11,70
30642,20,0.25,11,70
30643,20,0.25,11,70
30644,20,0.25,11,60
30645,20,0.25,11,60
30646,20,0.25,11,80
30647,20,0.25,11,60
30648,20,0.25,11,60
30649,20,0.25,11,70
30650,20,0.25,11,80
30651,20,0.25,11,80
30652,20,0.25,11,80
30653,20,0.25,11,70
30654,20,0.25,11,80
30655,20,0.25,11,70
30656,20,0.25,11,60
30657,20,0.25,11,70
30658,20,0.25,11,70
30659,20,0.25,11,80
30660,20,0.25,11,70
30661,20,0.25,11,70
30662,20,0.25,11,70
30663,20,0.25,11,80
30664,20,0.25,11,80
30665,20,0.25,11,80
30666,20,0.25,11,80
30667,20,0.25,11,70
30668,20,0.25,11,80
30669,20,0.25,11,70
30670,20,0.25,11,70
30671,20,0.25,11,70
30672,20,0.25,11,80
30673,20,0.25,11,70
30674,20,0.25,11,80
30675,20,0.25,11,80
30676,20,0.25,11,80
30677,20,0.25,11,70
30678,20,0.25,11,60
30679,20,0.25,11,80
30680,20,0.25,11,70
30681,20,0.25,11,60
30682,20,0.25,11,70
30683,20,0.25,11,70
30684,20,0.25,11,70
30685,20,0.25,11,70
30686,20,0.25,11,70
30687,20,0.25,11,80
30688,20,0.25,11,80
30689,20,0.25,11,50
30690,20,0.25,11,70
30691,20,0.25,11,70
30692,20,0.25,11,60
30693,20,0.25,11,70
30694,20,0.25,11,70
30695,20,0.25,11,70
30696,20,0.25,11,70
30697,20,0.25,11,70
30698,20,0.25,11,80
30699,20,0.25,11,70
30700,20,0.25,11,70
30701,20,0.25,11,60
30702,20,0.25,11,70
30703,20,0.25,11,80
30704,20,0.25,11,80
30705,20,0.25,11,80
30706,20,0.25,11,80
30707,20,0.25,11,50
30708,20,0.25,11,70
30709,20,0.25,11,70
30710,20,0.25,11,80
30711,20,0.25,11,70
30712,20,0.25,11,70
30713,20,0.25,11,60
30714,20,0.25,11,80
30715,20,0.25,11,70
30716,20,0.25,11,70
30717,20,0.25,11,70
30718,20,0.25,11,80
30719,20,0.25,11,60
30720,20,0.25,11,60
30721,20,0.25,11,70
30722,20,0.25,11,70
30723,20,0.25,11,80
30724,20,0.25,11,70
30725,20,0.25,11,70
30726,20,0.25,11,70
30727,20,0.25,11,70
30728,20,0.25,11,60
30729,20,0.25,11,60
30730,20,0.25,11,80
30731,20,0.25,11,60
30732,20,0.25,11,70
30733,20,0.25,11,70
30734,20,0.25,11,80
30735,20,0.25,11,70
30736,20,0.25,11,60
30737,20,0.25,11,70
30738,20,0.25,11,80
30739,20,0.25,11,70
30740,20,0.25,11,80
30741,20,0.25,11,80
30742,20,0.25,11,80
30743,20,0.25,11,60
30744,20,0.25,11,60
30745,20,0.25,11,70
30746,20,0.25,11,80
30747,20,0.25,11,70
30748,20,0.25,11,80
30749,20,0.25,11,70
30750,20,0.25,11,80
30751,20,0.25,11,70
30752,20,0.25,11,80
30753,20,0.25,11,70
30754,20,0.25,11,70
30755,20,0.25,11,80
30756,20,0.25,11,70
30757,20,0.25,11,80
30758,20,0.25,11,60
30759,20,0.25,11,80
30760,20,0.25,11,70
30761,20,0.25,11,70
30762,20,0.25,11,80
30763,20,0.25,11,60
30764,20,0.25,11,70
30765,20,0.25,11,70
30766,20,0.25,11,80
30767,20,0.25,11,70
30768,20,0.25,11,80
30769,20,0.25,11,70
30770,20,0.25,11,80
30771,20,0.25,11,80
30772,20,0.25,11,70
30773,20,0.25,11,80
30774,20,0.25,11,60
30775,20,0.25,11,80
30776,20,0.25,11,80
30777,20,0.25,11,70
30778,20,0.25,11,70
30779,20,0.25,11,70
30780,20,0.25,11,70
30781,20,0.25,11,80
30782,20,0.25,11,70
30783,20,0.25,11,80
30784,20,0.25,11,80
30785,20,0.25,11,70
30786,20,0.25,11,60
30787,20,0.25,11,70
30788,20,0.25,11,60
30789,20,0.25,11,70
30790,20,0.25,11,80
30791,20,0.25,11,80
30792,20,0.25,11,70
30793,20,0.25,11,80
30794,20,0.25,11,60
30795,20,0.25,11,80
30796,20,0.25,11,70
30797,20,0.25,11,70
30798,20,0.25,11,80
30799,20,0.25,11,70
30800,20,0.25,11,80
30801,20,0.25,11,70
30802,20,0.25,11,70
30803,20,0.25,11,60
30804,20,0.25,11,80
30805,20,0.25,11,70
30806,20,0.25,11,80
30807,20,0.25,11,80
30808,20,0.25,11,60
30809,20,0.25,11,70
30810,20,0.25,11,80
30811,20,0.25,11,80
30812,20,0.25,11,70
30813,20,0.25,11,80
30814,20,0.25,11,70
30815,20,0.25,11,80
30816,20,0.25,11,80
30817,20,0.25,11,50
30818,20,0.25,11,70
30819,20,0.25,11,70
30820,20,0.25,11,80
30821,20,0.25,11,60
30822,20,0.25,11,60
30823,20,0.25,11,50
30824,20,0.25,11,80
30825,20,0.25,11,80
30826,20,0.25,11,80
30827,20,0.25,11,70
30828,20,0.25,11,80
30829,20,0.25,11,60
30830,20,0.25,11,80
30831,20,0.25,11,80
30832,20,0.25,11,70
30833,20,0.25,11,60
30834,20,0.25,11,70
30835,20,0.25,11,80
30836,20,0.25,11,70
30837,20,0.25,11,60
30838,20,0.25,11,70
30839,20,0.25,11,80
30840,20,0.25,11,80
30841,20,0.25,11,70
30842,20,0.25,11,70
30843,20,0.25,11,70
30844,20,0.25,11,80
30845,20,0.25,11,60
30846,20,0.25,11,80
30847,20,0.25,11,70
30848,20,0.25,11,80
30849,20,0.25,11,70
30850,20,0.25,11,70
30851,20,0.25,11,60
30852,20,0.25,11,70
30853,20,0.25,11,70
30854,20,0.25,11,60
30855,20,0.25,11,70
30856,20,0.25,11,80
30857,20,0.25,11,80
30858,20,0.25,11,80
30859,20,0.25,11,80
30860,20,0.25,11,80
30861,20,0.25,11,60
30862,20,0.25,11,80
30863,20,0.25,11,80
30864,20,0.25,11,70
30865,20,0.25,11,40
30866,20,0.25,11,60
30867,20,0.25,11,70
30868,20,0.25,11,80
30869,20,0.25,11,70
30870,20,0.25,11,70
30871,20,0.25,11,80
30872,20,0.25,11,80
30873,20,0.25,11,60
30874,20,0.25,11,70
30875,20,0.25,11,70
30876,20,0.25,11,80
30877,20,0.25,11,60
30878,20,0.25,11,70
30879,20,0.25,11,80
30880,20,0.25,11,60
30881,20,0.25,11,60
30882,20,0.25,11,70
30883,20,0.25,11,60
30884,20,0.25,11,70
30885,20,0.25,11,70
30886,20,0.25,11,80
30887,20,0.25,11,80
30888,20,0.25,11,60
30889,20,0.25,11,70
30890,20,0.25,11,70
30891,20,0.25,11,60
30892,20,0.25,11,70
30893,20,0.25,11,60
30894,20,0.25,11,80
30895,20,0.25,11,70
30896,20,0.25,11,60
30897,20,0.25,11,70
30898,20,0.25,11,80
30899,20,0.25,11,70
30900,20,0.25,11,70
30901,20,0.25,11,70
30902,20,0.25,11,70
30903,20,0.25,11,70
30904,20,0.25,11,70
30905,20,0.25,11,70
30906,20,0.25,11,50
30907,20,0.25,11,70
30908,20,0.25,11,60
30909,20,0.25,11,70
30910,20,0.25,11,70
30911,20,0.25,11,80
30912,20,0.25,11,70
30913,20,0.25,11,80
30914,20,0.25,11,80
30915,20,0.25,11,80
30916,20,0.25,11,60
30917,20,0.25,11,80
30918,20,0.25,11,80
30919,20,0.25,11,70
30920,20,0.25,11,80
30921,20,0.25,11,60
30922,20,0.25,11,80
30923,20,0.25,11,50
30924,20,0.25,11,70
30925,20,0.25,11,70
30926,20,0.25,11,80
30927,20,0.25,11,70
