,T,lambda,gamma,strategy
72709,30,1.0,11,60
72710,30,1.0,11,70
72711,30,1.0,11,70
72712,30,1.0,11,60
72713,30,1.0,11,70
72714,30,1.0,11,70
72715,30,1.0,11,70
72716,30,1.0,11,70
72717,30,1.0,11,60
72718,30,1.0,11,70
72719,30,1.0,11,70
72720,30,1.0,11,80
72721,30,1.0,11,70
72722,30,1.0,11,50
72723,30,1.0,11,70
72724,30,1.0,11,70
72725,30,1.0,11,80
72726,30,1.0,11,60
72727,30,1.0,11,60
72728,30,1.0,11,60
72729,30,1.0,11,60
72730,30,1.0,11,80
72731,30,1.0,11,70
72732,30,1.0,11,70
72733,30,1.0,11,70
72734,30,1.0,11,70
72735,30,1.0,11,60
72736,30,1.0,11,70
72737,30,1.0,11,80
72738,30,1.0,11,60
72739,30,1.0,11,70
72740,30,1.0,11,70
72741,30,1.0,11,60
72742,30,1.0,11,80
72743,30,1.0,11,80
72744,30,1.0,11,60
72745,30,1.0,11,60
72746,30,1.0,11,60
72747,30,1.0,11,80
72748,30,1.0,11,60
72749,30,1.0,11,80
72750,30,1.0,11,70
72751,30,1.0,11,80
72752,30,1.0,11,70
72753,30,1.0,11,60
72754,30,1.0,11,60
72755,30,1.0,11,80
72756,30,1.0,11,60
72757,30,1.0,11,80
72758,30,1.0,11,70
72759,30,1.0,11,70
72760,30,1.0,11,80
72761,30,1.0,11,60
72762,30,1.0,11,70
72763,30,1.0,11,80
72764,30,1.0,11,80
72765,30,1.0,11,70
72766,30,1.0,11,70
72767,30,1.0,11,40
72768,30,1.0,11,60
72769,30,1.0,11,60
72770,30,1.0,11,70
72771,30,1.0,11,60
72772,30,1.0,11,60
72773,30,1.0,11,70
72774,30,1.0,11,60
72775,30,1.0,11,60
72776,30,1.0,11,60
72777,30,1.0,11,80
72778,30,1.0,11,70
72779,30,1.0,11,70
72780,30,1.0,11,60
72781,30,1.0,11,60
72782,30,1.0,11,40
72783,30,1.0,11,70
72784,30,1.0,11,50
72785,30,1.0,11,80
72786,30,1.0,11,70
72787,30,1.0,11,70
72788,30,1.0,11,70
72789,30,1.0,11,70
72790,30,1.0,11,70
72791,30,1.0,11,60
72792,30,1.0,11,70
72793,30,1.0,11,60
72794,30,1.0,11,70
72795,30,1.0,11,70
72796,30,1.0,11,70
72797,30,1.0,11,80
72798,30,1.0,11,70
72799,30,1.0,11,80
72800,30,1.0,11,70
72801,30,1.0,11,60
72802,30,1.0,11,50
72803,30,1.0,11,70
72804,30,1.0,11,70
72805,30,1.0,11,70
72806,30,1.0,11,60
72807,30,1.0,11,70
72808,30,1.0,11,60
72809,30,1.0,11,80
72810,30,1.0,11,60
72811,30,1.0,11,60
72812,30,1.0,11,70
72813,30,1.0,11,70
72814,30,1.0,11,70
72815,30,1.0,11,60
72816,30,1.0,11,50
72817,30,1.0,11,60
72818,30,1.0,11,80
72819,30,1.0,11,60
72820,30,1.0,11,70
72821,30,1.0,11,70
72822,30,1.0,11,70
72823,30,1.0,11,70
72824,30,1.0,11,60
72825,30,1.0,11,80
72826,30,1.0,11,70
72827,30,1.0,11,70
72828,30,1.0,11,70
72829,30,1.0,11,70
72830,30,1.0,11,80
72831,30,1.0,11,80
72832,30,1.0,11,60
72833,30,1.0,11,70
72834,30,1.0,11,60
72835,30,1.0,11,60
72836,30,1.0,11,70
72837,30,1.0,11,70
72838,30,1.0,11,60
72839,30,1.0,11,70
72840,30,1.0,11,80
72841,30,1.0,11,80
72842,30,1.0,11,70
72843,30,1.0,11,80
72844,30,1.0,11,60
72845,30,1.0,11,70
72846,30,1.0,11,80
72847,30,1.0,11,70
72848,30,1.0,11,60
72849,30,1.0,11,80
72850,30,1.0,11,70
72851,30,1.0,11,80
72852,30,1.0,11,70
72853,30,1.0,11,70
72854,30,1.0,11,70
72855,30,1.0,11,70
72856,30,1.0,11,70
72857,30,1.0,11,60
72858,30,1.0,11,70
72859,30,1.0,11,70
72860,30,1.0,11,60
72861,30,1.0,11,70
72862,30,1.0,11,60
72863,30,1.0,11,80
72864,30,1.0,11,70
72865,30,1.0,11,50
72866,30,1.0,11,70
72867,30,1.0,11,70
72868,30,1.0,11,60
72869,30,1.0,11,60
72870,30,1.0,11,70
72871,30,1.0,11,70
72872,30,1.0,11,70
72873,30,1.0,11,60
72874,30,1.0,11,70
72875,30,1.0,11,60
72876,30,1.0,11,70
72877,30,1.0,11,80
72878,30,1.0,11,80
72879,30,1.0,11,70
72880,30,1.0,11,70
72881,30,1.0,11,70
72882,30,1.0,11,70
72883,30,1.0,11,70
72884,30,1.0,11,80
72885,30,1.0,11,70
72886,30,1.0,11,80
72887,30,1.0,11,70
72888,30,1.0,11,70
72889,30,1.0,11,70
72890,30,1.0,11,70
72891,30,1.0,11,70
72892,30,1.0,11,60
72893,30,1.0,11,70
72894,30,1.0,11,70
72895,30,1.0,11,70
72896,30,1.0,11,60
72897,30,1.0,11,80
72898,30,1.0,11,70
72899,30,1.0,11,70
72900,30,1.0,11,80
72901,30,1.0,11,80
72902,30,1.0,11,80
72903,30,1.0,11,80
72904,30,1.0,11,70
72905,30,1.0,11,80
72906,30,1.0,11,70
72907,30,1.0,11,70
72908,30,1.0,11,80
72909,30,1.0,11,60
72910,30,1.0,11,60
72911,30,1.0,11,70
72912,30,1.0,11,70
72913,30,1.0,11,70
72914,30,1.0,11,70
72915,30,1.0,11,60
72916,30,1.0,11,70
72917,30,1.0,11,80
72918,30,1.0,11,70
72919,30,1.0,11,60
72920,30,1.0,11,70
72921,30,1.0,11,50
72922,30,1.0,11,60
72923,30,1.0,11,80
72924,30,1.0,11,60
72925,30,1.0,11,60
72926,30,1.0,11,50
72927,30,1.0,11,80
72928,30,1.0,11,70
72929,30,1.0,11,70
72930,30,1.0,11,70
72931,30,1.0,11,70
72932,30,1.0,11,60
72933,30,1.0,11,70
72934,30,1.0,11,50
72935,30,1.0,11,70
72936,30,1.0,11,80
72937,30,1.0,11,70
72938,30,1.0,11,60
72939,30,1.0,11,70
72940,30,1.0,11,80
72941,30,1.0,11,70
72942,30,1.0,11,80
72943,30,1.0,11,60
72944,30,1.0,11,70
72945,30,1.0,11,70
72946,30,1.0,11,60
72947,30,1.0,11,80
72948,30,1.0,11,80
72949,30,1.0,11,60
72950,30,1.0,11,80
72951,30,1.0,11,60
72952,30,1.0,11,70
72953,30,1.0,11,70
72954,30,1.0,11,50
72955,30,1.0,11,60
72956,30,1.0,11,50
72957,30,1.0,11,70
72958,30,1.0,11,80
72959,30,1.0,11,40
72960,30,1.0,11,80
72961,30,1.0,11,80
72962,30,1.0,11,70
72963,30,1.0,11,60
72964,30,1.0,11,70
72965,30,1.0,11,70
72966,30,1.0,11,80
72967,30,1.0,11,70
72968,30,1.0,11,70
72969,30,1.0,11,70
72970,30,1.0,11,70
72971,30,1.0,11,50
72972,30,1.0,11,70
72973,30,1.0,11,70
72974,30,1.0,11,70
72975,30,1.0,11,70
72976,30,1.0,11,70
72977,30,1.0,11,70
72978,30,1.0,11,60
72979,30,1.0,11,70
72980,30,1.0,11,70
72981,30,1.0,11,80
72982,30,1.0,11,60
72983,30,1.0,11,70
72984,30,1.0,11,70
72985,30,1.0,11,50
72986,30,1.0,11,70
72987,30,1.0,11,60
72988,30,1.0,11,50
72989,30,1.0,11,60
72990,30,1.0,11,60
72991,30,1.0,11,70
72992,30,1.0,11,60
72993,30,1.0,11,70
72994,30,1.0,11,60
72995,30,1.0,11,70
72996,30,1.0,11,50
72997,30,1.0,11,70
72998,30,1.0,11,60
72999,30,1.0,11,60
73000,30,1.0,11,70
73001,30,1.0,11,70
73002,30,1.0,11,60
73003,30,1.0,11,60
73004,30,1.0,11,60
73005,30,1.0,11,70
73006,30,1.0,11,70
73007,30,1.0,11,80
73008,30,1.0,11,70
73009,30,1.0,11,60
73010,30,1.0,11,70
73011,30,1.0,11,70
73012,30,1.0,11,70
73013,30,1.0,11,80
73014,30,1.0,11,70
73015,30,1.0,11,70
73016,30,1.0,11,70
73017,30,1.0,11,70
73018,30,1.0,11,60
73019,30,1.0,11,80
73020,30,1.0,11,60
73021,30,1.0,11,70
73022,30,1.0,11,60
73023,30,1.0,11,80
73024,30,1.0,11,70
73025,30,1.0,11,80
73026,30,1.0,11,60
73027,30,1.0,11,60
73028,30,1.0,11,70
73029,30,1.0,11,80
73030,30,1.0,11,80
73031,30,1.0,11,70
73032,30,1.0,11,70
73033,30,1.0,11,70
73034,30,1.0,11,60
73035,30,1.0,11,60
73036,30,1.0,11,60
73037,30,1.0,11,70
73038,30,1.0,11,60
73039,30,1.0,11,70
73040,30,1.0,11,70
73041,30,1.0,11,50
73042,30,1.0,11,80
73043,30,1.0,11,70
73044,30,1.0,11,70
73045,30,1.0,11,70
73046,30,1.0,11,80
73047,30,1.0,11,70
73048,30,1.0,11,80
73049,30,1.0,11,80
73050,30,1.0,11,60
73051,30,1.0,11,80
73052,30,1.0,11,60
73053,30,1.0,11,60
73054,30,1.0,11,70
73055,30,1.0,11,70
73056,30,1.0,11,80
73057,30,1.0,11,60
73058,30,1.0,11,70
73059,30,1.0,11,70
73060,30,1.0,11,80
73061,30,1.0,11,50
73062,30,1.0,11,70
73063,30,1.0,11,60
73064,30,1.0,11,60
73065,30,1.0,11,70
73066,30,1.0,11,60
73067,30,1.0,11,60
73068,30,1.0,11,70
73069,30,1.0,11,60
73070,30,1.0,11,80
73071,30,1.0,11,70
73072,30,1.0,11,70
73073,30,1.0,11,80
73074,30,1.0,11,70
73075,30,1.0,11,70
73076,30,1.0,11,60
73077,30,1.0,11,70
73078,30,1.0,11,80
73079,30,1.0,11,60
73080,30,1.0,11,70
73081,30,1.0,11,70
73082,30,1.0,11,70
73083,30,1.0,11,30
73084,30,1.0,11,70
73085,30,1.0,11,60
73086,30,1.0,11,70
73087,30,1.0,11,70
73088,30,1.0,11,70
73089,30,1.0,11,70
73090,30,1.0,11,70
73091,30,1.0,11,60
73092,30,1.0,11,70
73093,30,1.0,11,70
73094,30,1.0,11,80
73095,30,1.0,11,70
73096,30,1.0,11,80
73097,30,1.0,11,50
73098,30,1.0,11,60
73099,30,1.0,11,60
73100,30,1.0,11,80
73101,30,1.0,11,50
73102,30,1.0,11,80
73103,30,1.0,11,80
73104,30,1.0,11,70
73105,30,1.0,11,80
73106,30,1.0,11,70
73107,30,1.0,11,40
73108,30,1.0,11,70
73109,30,1.0,11,50
73110,30,1.0,11,70
73111,30,1.0,11,70
73112,30,1.0,11,60
73113,30,1.0,11,60
73114,30,1.0,11,70
73115,30,1.0,11,70
73116,30,1.0,11,70
73117,30,1.0,11,80
73118,30,1.0,11,70
73119,30,1.0,11,80
73120,30,1.0,11,70
73121,30,1.0,11,70
73122,30,1.0,11,70
73123,30,1.0,11,80
73124,30,1.0,11,70
73125,30,1.0,11,60
73126,30,1.0,11,70
73127,30,1.0,11,70
73128,30,1.0,11,70
73129,30,1.0,11,70
73130,30,1.0,11,60
73131,30,1.0,11,60
73132,30,1.0,11,50
73133,30,1.0,11,70
73134,30,1.0,11,70
73135,30,1.0,11,70
73136,30,1.0,11,70
73137,30,1.0,11,60
73138,30,1.0,11,60
73139,30,1.0,11,80
73140,30,1.0,11,50
73141,30,1.0,11,60
73142,30,1.0,11,70
73143,30,1.0,11,70
73144,30,1.0,11,80
73145,30,1.0,11,60
73146,30,1.0,11,60
73147,30,1.0,11,80
73148,30,1.0,11,70
73149,30,1.0,11,70
73150,30,1.0,11,70
73151,30,1.0,11,70
73152,30,1.0,11,70
73153,30,1.0,11,60
73154,30,1.0,11,50
73155,30,1.0,11,80
73156,30,1.0,11,70
73157,30,1.0,11,60
73158,30,1.0,11,70
73159,30,1.0,11,70
73160,30,1.0,11,70
73161,30,1.0,11,70
73162,30,1.0,11,70
73163,30,1.0,11,70
73164,30,1.0,11,70
73165,30,1.0,11,60
73166,30,1.0,11,70
73167,30,1.0,11,50
73168,30,1.0,11,70
73169,30,1.0,11,70
73170,30,1.0,11,70
73171,30,1.0,11,60
73172,30,1.0,11,70
73173,30,1.0,11,70
73174,30,1.0,11,70
73175,30,1.0,11,80
73176,30,1.0,11,70
73177,30,1.0,11,70
73178,30,1.0,11,50
73179,30,1.0,11,70
73180,30,1.0,11,60
73181,30,1.0,11,60
73182,30,1.0,11,80
73183,30,1.0,11,70
73184,30,1.0,11,80
73185,30,1.0,11,60
73186,30,1.0,11,60
73187,30,1.0,11,60
73188,30,1.0,11,60
73189,30,1.0,11,70
73190,30,1.0,11,70
73191,30,1.0,11,70
73192,30,1.0,11,80
73193,30,1.0,11,80
73194,30,1.0,11,80
73195,30,1.0,11,80
73196,30,1.0,11,70
73197,30,1.0,11,50
73198,30,1.0,11,80
73199,30,1.0,11,60
73200,30,1.0,11,70
73201,30,1.0,11,70
73202,30,1.0,11,70
73203,30,1.0,11,60
73204,30,1.0,11,70
73205,30,1.0,11,70
73206,30,1.0,11,70
73207,30,1.0,11,70
73208,30,1.0,11,60
73209,30,1.0,11,70
73210,30,1.0,11,60
73211,30,1.0,11,80
73212,30,1.0,11,60
73213,30,1.0,11,70
73214,30,1.0,11,70
73215,30,1.0,11,70
73216,30,1.0,11,70
73217,30,1.0,11,70
73218,30,1.0,11,80
73219,30,1.0,11,80
73220,30,1.0,11,50
73221,30,1.0,11,60
73222,30,1.0,11,70
73223,30,1.0,11,70
73224,30,1.0,11,80
73225,30,1.0,11,40
73226,30,1.0,11,70
73227,30,1.0,11,70
73228,30,1.0,11,70
73229,30,1.0,11,70
73230,30,1.0,11,80
73231,30,1.0,11,60
73232,30,1.0,11,70
73233,30,1.0,11,70
73234,30,1.0,11,40
73235,30,1.0,11,80
73236,30,1.0,11,60
73237,30,1.0,11,70
73238,30,1.0,11,70
73239,30,1.0,11,70
73240,30,1.0,11,60
73241,30,1.0,11,70
73242,30,1.0,11,70
73243,30,1.0,11,70
73244,30,1.0,11,60
73245,30,1.0,11,70
73246,30,1.0,11,80
73247,30,1.0,11,80
73248,30,1.0,11,60
73249,30,1.0,11,70
73250,30,1.0,11,70
73251,30,1.0,11,70
73252,30,1.0,11,70
73253,30,1.0,11,70
73254,30,1.0,11,70
73255,30,1.0,11,60
73256,30,1.0,11,70
73257,30,1.0,11,50
73258,30,1.0,11,60
73259,30,1.0,11,80
73260,30,1.0,11,70
73261,30,1.0,11,70
73262,30,1.0,11,70
73263,30,1.0,11,70
73264,30,1.0,11,70
73265,30,1.0,11,80
73266,30,1.0,11,80
73267,30,1.0,11,50
73268,30,1.0,11,60
73269,30,1.0,11,70
73270,30,1.0,11,60
73271,30,1.0,11,50
73272,30,1.0,11,70
73273,30,1.0,11,80
73274,30,1.0,11,70
73275,30,1.0,11,70
73276,30,1.0,11,70
73277,30,1.0,11,70
73278,30,1.0,11,70
73279,30,1.0,11,70
73280,30,1.0,11,80
73281,30,1.0,11,60
73282,30,1.0,11,70
73283,30,1.0,11,60
73284,30,1.0,11,70
73285,30,1.0,11,80
73286,30,1.0,11,70
73287,30,1.0,11,70
73288,30,1.0,11,70
73289,30,1.0,11,70
73290,30,1.0,11,80
73291,30,1.0,11,60
73292,30,1.0,11,70
73293,30,1.0,11,70
73294,30,1.0,11,80
73295,30,1.0,11,70
73296,30,1.0,11,70
73297,30,1.0,11,80
73298,30,1.0,11,70
73299,30,1.0,11,70
73300,30,1.0,11,70
73301,30,1.0,11,70
73302,30,1.0,11,50
73303,30,1.0,11,70
73304,30,1.0,11,70
73305,30,1.0,11,70
73306,30,1.0,11,60
73307,30,1.0,11,70
73308,30,1.0,11,60
73309,30,1.0,11,60
73310,30,1.0,11,70
73311,30,1.0,11,70
73312,30,1.0,11,40
73313,30,1.0,11,70
73314,30,1.0,11,70
73315,30,1.0,11,70
73316,30,1.0,11,70
73317,30,1.0,11,70
73318,30,1.0,11,80
73319,30,1.0,11,70
73320,30,1.0,11,70
73321,30,1.0,11,70
73322,30,1.0,11,80
73323,30,1.0,11,80
73324,30,1.0,11,70
73325,30,1.0,11,50
73326,30,1.0,11,70
73327,30,1.0,11,70
73328,30,1.0,11,60
73329,30,1.0,11,80
73330,30,1.0,11,70
73331,30,1.0,11,70
73332,30,1.0,11,60
73333,30,1.0,11,60
73334,30,1.0,11,80
73335,30,1.0,11,70
73336,30,1.0,11,80
73337,30,1.0,11,70
73338,30,1.0,11,60
73339,30,1.0,11,70
73340,30,1.0,11,80
73341,30,1.0,11,70
73342,30,1.0,11,80
73343,30,1.0,11,60
73344,30,1.0,11,80
73345,30,1.0,11,70
73346,30,1.0,11,80
73347,30,1.0,11,60
73348,30,1.0,11,70
73349,30,1.0,11,70
73350,30,1.0,11,70
73351,30,1.0,11,70
73352,30,1.0,11,60
73353,30,1.0,11,50
73354,30,1.0,11,60
73355,30,1.0,11,60
73356,30,1.0,11,60
73357,30,1.0,11,80
73358,30,1.0,11,60
73359,30,1.0,11,60
73360,30,1.0,11,70
73361,30,1.0,11,60
73362,30,1.0,11,60
73363,30,1.0,11,60
73364,30,1.0,11,70
73365,30,1.0,11,70
73366,30,1.0,11,70
73367,30,1.0,11,60
73368,30,1.0,11,70
73369,30,1.0,11,70
73370,30,1.0,11,60
73371,30,1.0,11,70
73372,30,1.0,11,60
73373,30,1.0,11,60
73374,30,1.0,11,50
73375,30,1.0,11,80
73376,30,1.0,11,80
73377,30,1.0,11,70
73378,30,1.0,11,60
73379,30,1.0,11,70
73380,30,1.0,11,70
73381,30,1.0,11,60
73382,30,1.0,11,70
73383,30,1.0,11,80
73384,30,1.0,11,60
73385,30,1.0,11,60
73386,30,1.0,11,80
73387,30,1.0,11,60
73388,30,1.0,11,80
73389,30,1.0,11,60
73390,30,1.0,11,70
73391,30,1.0,11,60
73392,30,1.0,11,70
73393,30,1.0,11,70
73394,30,1.0,11,60
73395,30,1.0,11,80
73396,30,1.0,11,70
73397,30,1.0,11,70
73398,30,1.0,11,70
73399,30,1.0,11,60
73400,30,1.0,11,70
73401,30,1.0,11,70
73402,30,1.0,11,80
73403,30,1.0,11,80
73404,30,1.0,11,60
73405,30,1.0,11,70
73406,30,1.0,11,70
73407,30,1.0,11,80
73408,30,1.0,11,60
73409,30,1.0,11,60
73410,30,1.0,11,60
73411,30,1.0,11,70
73412,30,1.0,11,50
73413,30,1.0,11,80
73414,30,1.0,11,60
73415,30,1.0,11,70
73416,30,1.0,11,70
73417,30,1.0,11,60
73418,30,1.0,11,80
73419,30,1.0,11,60
73420,30,1.0,11,70
73421,30,1.0,11,70
73422,30,1.0,11,60
73423,30,1.0,11,70
73424,30,1.0,11,70
73425,30,1.0,11,70
73426,30,1.0,11,60
73427,30,1.0,11,70
73428,30,1.0,11,80
73429,30,1.0,11,60
73430,30,1.0,11,70
73431,30,1.0,11,70
73432,30,1.0,11,70
73433,30,1.0,11,70
73434,30,1.0,11,70
73435,30,1.0,11,70
73436,30,1.0,11,70
73437,30,1.0,11,70
73438,30,1.0,11,60
73439,30,1.0,11,60
73440,30,1.0,11,60
73441,30,1.0,11,60
73442,30,1.0,11,80
73443,30,1.0,11,70
73444,30,1.0,11,70
73445,30,1.0,11,60
73446,30,1.0,11,70
73447,30,1.0,11,70
73448,30,1.0,11,70
73449,30,1.0,11,60
73450,30,1.0,11,60
73451,30,1.0,11,70
73452,30,1.0,11,50
73453,30,1.0,11,70
73454,30,1.0,11,70
73455,30,1.0,11,70
73456,30,1.0,11,70
73457,30,1.0,11,60
73458,30,1.0,11,70
73459,30,1.0,11,70
73460,30,1.0,11,50
73461,30,1.0,11,70
73462,30,1.0,11,70
73463,30,1.0,11,70
73464,30,1.0,11,70
73465,30,1.0,11,80
73466,30,1.0,11,70
73467,30,1.0,11,80
73468,30,1.0,11,70
73469,30,1.0,11,80
73470,30,1.0,11,70
73471,30,1.0,11,50
73472,30,1.0,11,80
73473,30,1.0,11,70
73474,30,1.0,11,60
73475,30,1.0,11,80
73476,30,1.0,11,70
73477,30,1.0,11,70
73478,30,1.0,11,70
73479,30,1.0,11,70
73480,30,1.0,11,60
73481,30,1.0,11,80
73482,30,1.0,11,70
73483,30,1.0,11,80
73484,30,1.0,11,70
73485,30,1.0,11,70
73486,30,1.0,11,60
73487,30,1.0,11,60
73488,30,1.0,11,50
73489,30,1.0,11,60
73490,30,1.0,11,60
73491,30,1.0,11,80
73492,30,1.0,11,70
73493,30,1.0,11,60
73494,30,1.0,11,50
73495,30,1.0,11,80
73496,30,1.0,11,60
73497,30,1.0,11,70
73498,30,1.0,11,60
73499,30,1.0,11,70
73500,30,1.0,11,60
73501,30,1.0,11,70
73502,30,1.0,11,70
73503,30,1.0,11,80
73504,30,1.0,11,70
73505,30,1.0,11,80
73506,30,1.0,11,60
73507,30,1.0,11,50
73508,30,1.0,11,80
73509,30,1.0,11,60
73510,30,1.0,11,80
73511,30,1.0,11,60
73512,30,1.0,11,70
73513,30,1.0,11,70
73514,30,1.0,11,60
73515,30,1.0,11,60
73516,30,1.0,11,60
73517,30,1.0,11,70
73518,30,1.0,11,60
73519,30,1.0,11,80
73520,30,1.0,11,70
73521,30,1.0,11,70
73522,30,1.0,11,60
73523,30,1.0,11,70
73524,30,1.0,11,70
73525,30,1.0,11,70
73526,30,1.0,11,80
73527,30,1.0,11,70
73528,30,1.0,11,60
73529,30,1.0,11,70
73530,30,1.0,11,70
73531,30,1.0,11,70
73532,30,1.0,11,60
73533,30,1.0,11,60
73534,30,1.0,11,70
73535,30,1.0,11,70
73536,30,1.0,11,70
73537,30,1.0,11,70
73538,30,1.0,11,70
73539,30,1.0,11,70
73540,30,1.0,11,70
73541,30,1.0,11,50
73542,30,1.0,11,60
73543,30,1.0,11,80
73544,30,1.0,11,70
73545,30,1.0,11,70
73546,30,1.0,11,70
73547,30,1.0,11,70
73548,30,1.0,11,60
73549,30,1.0,11,70
73550,30,1.0,11,70
73551,30,1.0,11,50
73552,30,1.0,11,70
73553,30,1.0,11,60
73554,30,1.0,11,50
73555,30,1.0,11,70
73556,30,1.0,11,70
73557,30,1.0,11,40
73558,30,1.0,11,70
73559,30,1.0,11,70
73560,30,1.0,11,70
73561,30,1.0,11,70
73562,30,1.0,11,80
73563,30,1.0,11,80
73564,30,1.0,11,70
73565,30,1.0,11,80
73566,30,1.0,11,70
73567,30,1.0,11,60
73568,30,1.0,11,70
73569,30,1.0,11,50
73570,30,1.0,11,70
73571,30,1.0,11,70
73572,30,1.0,11,60
73573,30,1.0,11,70
73574,30,1.0,11,60
73575,30,1.0,11,70
73576,30,1.0,11,70
73577,30,1.0,11,80
73578,30,1.0,11,60
73579,30,1.0,11,60
73580,30,1.0,11,60
73581,30,1.0,11,70
73582,30,1.0,11,70
73583,30,1.0,11,60
73584,30,1.0,11,70
73585,30,1.0,11,70
73586,30,1.0,11,70
73587,30,1.0,11,70
73588,30,1.0,11,70
73589,30,1.0,11,60
73590,30,1.0,11,60
73591,30,1.0,11,70
73592,30,1.0,11,70
73593,30,1.0,11,70
73594,30,1.0,11,80
73595,30,1.0,11,70
73596,30,1.0,11,70
73597,30,1.0,11,70
73598,30,1.0,11,70
73599,30,1.0,11,80
73600,30,1.0,11,70
73601,30,1.0,11,60
73602,30,1.0,11,70
73603,30,1.0,11,80
73604,30,1.0,11,70
73605,30,1.0,11,70
73606,30,1.0,11,80
73607,30,1.0,11,70
73608,30,1.0,11,80
73609,30,1.0,11,60
73610,30,1.0,11,80
73611,30,1.0,11,70
73612,30,1.0,11,60
73613,30,1.0,11,50
73614,30,1.0,11,70
73615,30,1.0,11,70
73616,30,1.0,11,60
73617,30,1.0,11,60
73618,30,1.0,11,60
73619,30,1.0,11,70
73620,30,1.0,11,70
73621,30,1.0,11,70
73622,30,1.0,11,50
73623,30,1.0,11,60
73624,30,1.0,11,70
73625,30,1.0,11,70
73626,30,1.0,11,70
73627,30,1.0,11,60
73628,30,1.0,11,70
73629,30,1.0,11,70
73630,30,1.0,11,80
73631,30,1.0,11,80
73632,30,1.0,11,70
73633,30,1.0,11,70
73634,30,1.0,11,70
73635,30,1.0,11,80
73636,30,1.0,11,70
73637,30,1.0,11,70
73638,30,1.0,11,60
73639,30,1.0,11,80
73640,30,1.0,11,70
73641,30,1.0,11,70
73642,30,1.0,11,60
73643,30,1.0,11,60
73644,30,1.0,11,80
73645,30,1.0,11,70
73646,30,1.0,11,70
73647,30,1.0,11,60
73648,30,1.0,11,70
73649,30,1.0,11,70
73650,30,1.0,11,80
73651,30,1.0,11,60
73652,30,1.0,11,80
73653,30,1.0,11,70
73654,30,1.0,11,70
73655,30,1.0,11,70
73656,30,1.0,11,70
73657,30,1.0,11,70
73658,30,1.0,11,80
73659,30,1.0,11,70
73660,30,1.0,11,60
73661,30,1.0,11,70
73662,30,1.0,11,70
73663,30,1.0,11,80
73664,30,1.0,11,70
73665,30,1.0,11,80
73666,30,1.0,11,70
73667,30,1.0,11,70
73668,30,1.0,11,60
73669,30,1.0,11,60
73670,30,1.0,11,70
73671,30,1.0,11,60
73672,30,1.0,11,70
73673,30,1.0,11,70
73674,30,1.0,11,70
73675,30,1.0,11,60
73676,30,1.0,11,70
73677,30,1.0,11,70
73678,30,1.0,11,70
73679,30,1.0,11,70
73680,30,1.0,11,70
73681,30,1.0,11,70
73682,30,1.0,11,70
73683,30,1.0,11,70
73684,30,1.0,11,60
73685,30,1.0,11,80
73686,30,1.0,11,70
73687,30,1.0,11,80
73688,30,1.0,11,50
73689,30,1.0,11,80
73690,30,1.0,11,60
73691,30,1.0,11,60
73692,30,1.0,11,70
73693,30,1.0,11,70
73694,30,1.0,11,60
73695,30,1.0,11,60
73696,30,1.0,11,80
73697,30,1.0,11,70
73698,30,1.0,11,60
73699,30,1.0,11,50
73700,30,1.0,11,70
73701,30,1.0,11,70
73702,30,1.0,11,60
73703,30,1.0,11,80
73704,30,1.0,11,60
73705,30,1.0,11,70
73706,30,1.0,11,80
73707,30,1.0,11,40
73708,30,1.0,11,70
73709,30,1.0,11,70
73710,30,1.0,11,70
73711,30,1.0,11,70
73712,30,1.0,11,60
73713,30,1.0,11,50
73714,30,1.0,11,80
73715,30,1.0,11,80
73716,30,1.0,11,80
73717,30,1.0,11,80
73718,30,1.0,11,60
73719,30,1.0,11,70
73720,30,1.0,11,50
73721,30,1.0,11,60
73722,30,1.0,11,70
73723,30,1.0,11,50
73724,30,1.0,11,80
73725,30,1.0,11,70
73726,30,1.0,11,70
73727,30,1.0,11,80
73728,30,1.0,11,70
73729,30,1.0,11,70
73730,30,1.0,11,60
73731,30,1.0,11,50
73732,30,1.0,11,70
73733,30,1.0,11,70
73734,30,1.0,11,70
73735,30,1.0,11,70
73736,30,1.0,11,70
73737,30,1.0,11,70
73738,30,1.0,11,40
73739,30,1.0,11,80
73740,30,1.0,11,80
73741,30,1.0,11,70
73742,30,1.0,11,70
73743,30,1.0,11,50
73744,30,1.0,11,70
73745,30,1.0,11,70
73746,30,1.0,11,80
73747,30,1.0,11,70
73748,30,1.0,11,60
73749,30,1.0,11,70
73750,30,1.0,11,70
73751,30,1.0,11,80
73752,30,1.0,11,60
73753,30,1.0,11,70
73754,30,1.0,11,70
73755,30,1.0,11,70
73756,30,1.0,11,80
73757,30,1.0,11,70
73758,30,1.0,11,60
73759,30,1.0,11,70
73760,30,1.0,11,70
73761,30,1.0,11,80
73762,30,1.0,11,50
73763,30,1.0,11,70
73764,30,1.0,11,80
73765,30,1.0,11,70
73766,30,1.0,11,60
73767,30,1.0,11,70
73768,30,1.0,11,60
73769,30,1.0,11,70
73770,30,1.0,11,60
73771,30,1.0,11,60
73772,30,1.0,11,80
73773,30,1.0,11,60
73774,30,1.0,11,70
73775,30,1.0,11,70
73776,30,1.0,11,60
73777,30,1.0,11,70
73778,30,1.0,11,70
73779,30,1.0,11,70
73780,30,1.0,11,70
73781,30,1.0,11,70
73782,30,1.0,11,70
73783,30,1.0,11,60
